load_kw,grid_kw,generator_kw,generator_units_on,storage_kw,charge_kw,discharge_kw,unserved_kw,spill_kw,soc,grid_headroom_storage_preservation_kw,grid_headroom_storage_charge_kw,v15_generator_first_guard_active,decision_seconds,generator_startup_units,generator_shutdown_units,step,risk_level,risk_reserve_kw,applied_risk_reserve_kw,forecast_scenario_count,cvar_alpha,cvar_weight,minimum_committed_generator_units,low_soc_commitment_guard_evaluated,low_soc_commitment_guard_triggered,low_soc_commitment_reachability_truncated,low_soc_commitment_forecast_peak_kw,low_soc_single_unit_firm_supply_kw,low_soc_commitment_deficit_kw,generator_before_storage,supervisory_protection_active,supervisory_safe_exit_counter,selected_controller,grid_available_capacity_kw,generator_available_capacity_kw,storage_available_power_kw
620.0,620.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.7502403367073208,0.0,0.0,True,0.010281284001393942,0,0,0,0,0.0,0.0,7,0.9,1.0,0,False,False,False,,,,False,False,0,Risk-Adaptive-CVaR-MPC,1197.1712477117142,797.8646868866756,498.499475250602
604.0,604.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.7502403367073208,0.0,0.0,True,0.007467965999239823,0,0,1,0,0.0,0.0,7,0.9,1.0,0,False,False,False,,,,False,False,0,Risk-Adaptive-CVaR-MPC,1199.927151470279,797.4663666557589,499.0003640190829
633.0,633.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.7502403367073208,0.0,0.0,True,0.008822838000924094,0,0,2,0,0.0,0.0,7,0.9,1.0,0,False,False,False,,,,False,False,0,Risk-Adaptive-CVaR-MPC,1201.8718932088086,797.7571792092693,499.0001219021775
621.0,621.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.7502403367073208,0.0,0.0,True,0.00944200700178044,0,0,3,0,0.0,0.0,7,0.9,1.0,0,False,False,False,,,,False,False,0,Risk-Adaptive-CVaR-MPC,1197.075360976507,796.3771179168918,499.7617310040008
655.5,655.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.7502403367073208,0.0,0.0,True,0.00978188099907129,0,0,4,0,0.0,0.0,7,0.9,1.0,0,False,False,False,,,,False,False,0,Risk-Adaptive-CVaR-MPC,1194.917313862596,794.3207119147172,498.193457121629
672.5,672.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.7502403367073208,0.0,0.0,True,0.008990177000669064,0,0,5,0,0.0,0.0,7,0.9,1.0,0,False,False,False,,,,False,False,0,Risk-Adaptive-CVaR-MPC,1196.7043868045234,795.9131763082796,497.4953314812876
673.0,673.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.7502403367073208,0.0,0.0,True,0.008337719998962712,0,0,6,0,0.0,0.0,7,0.9,1.0,0,False,False,False,,,,False,False,0,Risk-Adaptive-CVaR-MPC,1197.415904489188,794.9373327341802,498.6859522652977
721.5,721.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.7502403367073208,0.0,0.0,True,0.007821328999852994,0,0,7,0,0.0,0.0,7,0.9,1.0,0,False,False,False,,,,False,False,0,Risk-Adaptive-CVaR-MPC,1196.950841058634,792.4990916875919,498.59763665467926
739.5,739.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.7502403367073208,0.0,0.0,True,0.007513958000345156,0,0,8,0,0.0,0.0,7,0.9,1.0,0,False,False,False,,,,False,False,0,Risk-Adaptive-CVaR-MPC,1194.2566117391214,795.083720423027,497.8636657088051
1160.5,1160.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.7502403367073208,0.0,0.0,True,0.007940243998746155,0,0,9,0,0.0,0.0,7,0.9,1.0,0,False,False,False,,,,False,False,0,Risk-Adaptive-CVaR-MPC,1193.8268142866414,795.6013422972095,497.1088248586628
1200.0,1194.8681616687047,0.0,0,5.131838331295285,0.0,5.131838331295285,0.0,0.0,0.7501839255222167,0.0,0.0,True,0.008100102000753395,0,0,10,0,0.0,0.0,7,0.9,1.0,0,False,False,False,,,,False,False,0,Risk-Adaptive-CVaR-MPC,1194.8681616687047,795.1254470429521,497.20560433592925
1227.0,1197.2292463778138,0.0,0,29.77075362218625,0.0,29.77075362218625,0.0,0.0,0.7498566736906401,0.0,0.0,True,0.00960520000080578,0,0,11,0,0.0,0.0,7,0.9,1.0,0,False,False,False,,,,False,False,0,Risk-Adaptive-CVaR-MPC,1197.2292463778138,794.154747122982,497.3093303303783
1221.5,1196.830096287405,0.0,0,24.669903712594987,0.0,24.669903712594987,0.0,0.0,0.7495854924072497,0.0,0.0,True,0.0076799360031145625,0,0,12,0,0.0,0.0,7,0.9,1.0,0,False,False,False,,,,False,False,0,Risk-Adaptive-CVaR-MPC,1196.830096287405,796.4730106699838,497.2892561411136
1210.0,1196.3334456450336,0.0,0,13.666554354966365,0.0,13.666554354966365,0.0,0.0,0.749435264267218,0.0,0.0,True,0.009425238997209817,0,0,13,0,0.0,0.0,7,0.9,1.0,0,False,False,False,,,,False,False,0,Risk-Adaptive-CVaR-MPC,1196.3334456450336,796.346454688676,497.6851000041243
1189.0,1194.2878273137817,0.0,0,-5.2878273137816905,5.2878273137816905,0.0,0.0,0.0,0.7494877228715213,0.0,5.2878273137816905,True,0.008790143001533579,0,0,14,0,0.0,0.0,7,0.9,1.0,0,False,False,False,,,,False,False,0,Risk-Adaptive-CVaR-MPC,1194.2878273137817,796.4301305601946,497.7219281012749
1168.5,1198.3077823540848,0.0,0,-29.807782354084793,29.807782354084793,0.0,0.0,0.0,0.7497834349980499,0.0,29.807782354084793,True,0.007305523999093566,0,0,15,0,0.0,0.0,7,0.9,1.0,0,False,False,False,,,,False,False,0,Risk-Adaptive-CVaR-MPC,1198.3077823540848,796.9941053458739,495.2866359551902
1153.5,1175.329752196571,0.0,0,-21.82975219657095,21.82975219657095,0.0,0.0,0.0,0.75,0.0,21.82975219657095,True,0.007843463001336204,0,0,16,0,0.0,0.0,7,0.9,1.0,0,False,False,False,,,,False,False,0,Risk-Adaptive-CVaR-MPC,1199.504624315761,797.7682401183387,495.0302185283271
1186.0,1186.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,True,0.00830003599912743,0,0,17,0,0.0,0.0,7,0.9,1.0,0,False,False,False,,,,False,False,0,Risk-Adaptive-CVaR-MPC,1201.1225177366723,797.4089821020932,495.8917133686405
1209.0,1196.513849028168,0.0,0,12.486150971832103,0.0,12.486150971832103,0.0,0.0,0.7498627473181657,0.0,0.0,True,0.009208699000737397,0,0,18,0,0.0,0.0,7,0.9,1.0,0,False,False,False,,,,False,False,0,Risk-Adaptive-CVaR-MPC,1196.513849028168,799.492102906786,495.9036610365552
1204.0,1198.1699552450723,0.0,0,5.830044754927712,0.0,5.830044754927712,0.0,0.0,0.7497986611734736,0.0,0.0,True,0.00994145699951332,0,0,19,0,0.0,0.0,7,0.9,1.0,0,False,False,False,,,,False,False,0,Risk-Adaptive-CVaR-MPC,1198.1699552450723,797.8198398382413,494.4542129298257
1215.0,1199.1088711885477,0.0,0,15.89112881145229,0.0,15.89112881145229,0.0,0.0,0.7496239796361714,0.0,0.0,True,0.010581980001006741,0,0,20,0,0.0,0.0,7,0.9,1.0,0,False,False,False,,,,False,False,0,Risk-Adaptive-CVaR-MPC,1199.1088711885477,797.9208907977841,494.5835360532244
1205.0,1197.2288562906451,0.0,0,7.771143709354874,0.0,7.771143709354874,0.0,0.0,0.7495385561684083,0.0,0.0,True,0.01064275099997758,0,0,21,0,0.0,0.0,7,0.9,1.0,0,False,False,False,,,,False,False,0,Risk-Adaptive-CVaR-MPC,1197.2288562906451,800.176258255383,494.28686004015634
1198.5,1196.4385726207584,0.0,0,2.0614273792416498,0.0,2.0614273792416498,0.0,0.0,0.7495158961479708,0.0,0.0,True,0.010034472001279937,0,0,22,0,0.0,0.0,7,0.9,1.0,0,False,False,False,,,,False,False,0,Risk-Adaptive-CVaR-MPC,1196.4385726207584,799.8934415513778,493.2692475748442
1168.5,1198.7580926090598,0.0,0,-30.25809260905976,30.25809260905976,0.0,0.0,0.0,0.74981607563814,0.0,30.25809260905976,True,0.0073115699997288175,0,0,23,0,0.0,0.0,7,0.9,1.0,0,False,False,False,,,,False,False,0,Risk-Adaptive-CVaR-MPC,1198.7580926090598,801.1032556243537,493.58363365929154
1096.5,1115.0395756754867,0.0,0,-18.53957567548683,18.53957567548683,0.0,0.0,0.0,0.75,0.0,18.53957567548683,True,0.008863560000463622,0,0,24,0,0.0,0.0,7,0.9,1.0,0,False,False,False,,,,False,False,0,Risk-Adaptive-CVaR-MPC,1199.322668943325,799.8959372767757,492.8765308015891
1124.5,1124.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,True,0.008237926998845069,0,0,25,0,0.0,0.0,7,0.9,1.0,0,False,False,False,,,,False,False,0,Risk-Adaptive-CVaR-MPC,1203.522949635341,800.522104964397,493.4936856940203
1132.5,1132.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,True,0.009504814999672817,0,0,26,0,0.0,0.0,7,0.9,1.0,0,False,False,False,,,,False,False,0,Risk-Adaptive-CVaR-MPC,1203.706439437973,803.0661082789215,492.9538015482456
