seed,baseline_macro_f1,evidential_macro_f1,baseline_high_risk_recall,evidential_high_risk_recall,baseline_unserved_kwh,evidential_unserved_kwh,unserved_delta_kwh,cost_delta_yuan,action_change_rate,mean_ignorance,mean_conflict,seed_gate_pass
20261022,0.756129155451506,0.7832323955671341,0.9818542079466055,0.9839399311711335,5.2088127168067695,5.2088127168067695,0.0,0.5895205229412568,0.003703703703703704,0.19667299049740675,0.0640038354308607,True
20261024,0.7754314853470092,0.7851856578742709,0.9923585295332508,0.988124741842214,38.240233131514145,38.240233131514145,0.0,-0.8245918317552423,0.014814814814814815,0.18578102604801364,0.051736987342902344,True
20261025,0.6968954776127895,0.7170883457304585,0.9837589737554431,0.9842297281393433,103.31946366967291,103.31946366967291,0.0,-1.2602028602668724,0.019444444444444445,0.2107613432719882,0.0772194058601378,True
20261027,0.6839700375751255,0.7660127116376427,0.988805539526832,0.9896133871898442,49.23539569753954,49.23539569753954,0.0,-0.03028830897710577,0.002777777777777778,0.2138473860390046,0.08083057766126459,True
20261028,0.7893148274343552,0.8021926190011428,0.9880004752287038,0.9880004752287038,64.03851701706992,64.03851701706992,0.0,0.22586864377808524,0.008333333333333333,0.21337353506579332,0.0800076614231442,True
20261029,0.7848487091403744,0.7807054673568443,0.9828026957936323,0.9816407157796886,75.19015383328495,75.19015383328495,0.0,0.0,0.0,0.21820581597810626,0.08514175794995277,True
