scenario,method,energy_cost_yuan,soc_restoration_cost_yuan,equivalent_cost_yuan,risk_adjusted_cost_yuan,grid_energy_kwh,generator_energy_kwh,diesel_fuel_l,generator_startup_cost_yuan,storage_throughput_kwh,unserved_energy_kwh,max_unserved_power_kw,spill_energy_kwh,minimum_soc_pct,final_soc_pct,restoration_reference_soc_pct,generator_startups,mean_generator_load_pct_when_on,mean_decision_seconds,p95_decision_seconds,max_decision_seconds,supervisory_protection_fraction,supervisory_mode_switches,solve_seconds
A_stable_drilling,Rule-Based,513.5034243375474,0.0,513.5034243375474,513.5034243375474,564.0739710638481,31.13390236538552,8.456609631255922,45.0,28.977341400624795,0.0,0.0,0.0,16.606013918152268,36.97491525308679,16.58686760818479,9,19.957629721400973,2.004871676035691e-05,2.1736249982495794e-05,2.8710004698950797e-05,0.0,0,0.008677588004502468
A_stable_drilling,Persistence-MPC,506.60850585109216,1.57829058876255,508.18679643985473,508.18679643985473,532.3138612037751,32.35263016950777,9.07378623258369,60.0,2.573561740150724,0.0,0.0,0.0,15.0,15.0,16.58686760818479,12,20.738865493274215,0.0043227803361838195,0.006208703851007158,0.029749649002042133,0.0,0,1.5592805940032122
A_stable_drilling,ML-Robust-MPC,485.21818215264904,1.566356839514508,486.78453899216356,486.78453899216356,540.4425901414024,24.30973757898925,6.75781750356307,50.0,3.9374918314681833,0.0,0.0,0.0,15.0,15.011998601690177,16.58686760818479,10,26.42362780324919,0.004296367564024371,0.005844043750767015,0.009533869997540023,0.0,0,1.5497672560013598
A_stable_drilling,Scenario-CVaR-MPC,516.3859130512317,1.57829058876255,517.9642036399943,517.9642036399943,532.3770218801969,32.34163354125814,9.017767048611883,70.0,3.5914294493581966,0.0,0.0,0.0,15.0,15.0,16.58686760818479,14,20.73181637260137,0.00967975299712028,0.016029773445552568,0.039259331999346614,0.0,0,3.4879956229997333
A_stable_drilling,Risk-Aware-Ensemble-MPC,477.3711333822721,1.566356839514508,478.9374902217866,478.9374902217866,542.4331222324643,22.308509450580086,6.193835363212933,45.0,3.7287819745112762,0.0,0.0,0.0,15.0,15.011998601690177,16.58686760818479,9,29.353301908658008,0.004244044180712889,0.005584033003469813,0.00942876699991757,0.0,0,1.5308786850000615
A_stable_drilling,Risk-Adaptive-CVaR-MPC,516.3859130512317,1.57829058876255,517.9642036399943,517.9642036399943,532.3770218801969,32.34163354125814,9.017767048611883,70.0,3.5914294493581966,0.0,0.0,0.0,15.0,15.0,16.58686760818479,14,20.73181637260137,0.0097116417859474,0.01586907814998995,0.03938940900115995,0.0,0,3.4994810099960887
A_stable_drilling,Risk-SOC-Supervisory-MPC,443.91224868853453,0.0,443.91224868853453,443.91224868853453,551.4021383528208,17.894656896653764,4.699074532095205,10.0,46.262170390118975,0.0,0.0,0.0,16.114875955462384,16.800361607076642,16.58686760818479,2,40.66967476512219,0.004182498177639596,0.004789029803214362,0.008867235999787226,1.0,1,1.5086227739957394
B_connection_transition,Rule-Based,567.5289351982824,34.273326128997425,601.8022613272798,762.9736523600413,290.96688646156815,128.24633839643272,34.52128929484258,95.0,46.06076781669049,1.611713910327616,118.68494301657984,0.0,39.6240206508199,39.64442255387118,74.10400271363211,19,30.43821322700143,1.987194183230814e-05,2.151360167772509e-05,2.8963004297111183e-05,0.0,0,0.008584285998949781
B_connection_transition,Persistence-MPC,513.1467616088937,58.779079089275804,571.9258406981695,5198.703353297631,236.01419944260314,107.34734831365475,29.211448315243473,115.0,75.9367440370425,46.26777512599461,407.47109802564546,0.0,15.0,15.00549619663193,74.10400271363211,23,34.259792014996194,0.008807736413816908,0.027952501602703714,0.07595082300395006,0.0,0,3.173960917003569
B_connection_transition,ML-Robust-MPC,460.0868032999464,58.2392640147685,518.3260673147149,2479.3984742049333,260.8659391922144,109.92348497777736,29.09659999950985,45.0,76.91078968662403,19.610724068902183,407.47109802564546,0.0,15.0,15.548244827489007,74.10400271363211,9,30.198759609279495,0.02904382125846799,0.0727723287549452,0.10433339500013972,0.0,0,10.45933417500055
B_connection_transition,Scenario-CVaR-MPC,521.1563612771829,40.90791875615585,562.0642800333387,719.4412917883417,294.80905671969396,116.02473654488593,31.134814315574978,70.0,54.70353193521335,1.5737701175500298,118.68494301657984,0.0,32.57489750998198,32.97377507710081,74.10400271363211,14,31.414639858723625,0.05955514258908402,0.2135356304446759,0.29614955199940596,0.0,0,21.44387965700298
B_connection_transition,Risk-Aware-Ensemble-MPC,485.50562284361484,51.98296705813647,537.4885899017513,699.6669592873775,282.73911279257527,114.12698595793229,30.518217292894374,45.0,71.6937262749449,1.6217836938562618,118.68494301657978,0.0,21.3653205135936,21.838540834036436,74.10400271363211,9,30.033417357350604,0.021331884580467884,0.06737610745040001,0.08147009800450178,0.0,0,7.683062809999683
B_connection_transition,Risk-Adaptive-CVaR-MPC,521.1563612771829,40.90791875615586,562.0642800333387,719.4412917883417,294.80905671969396,116.02473654488593,31.134814315574978,70.0,54.70353193521335,1.5737701175500294,118.68494301657984,0.0,32.57489750998197,32.9737750771008,74.10400271363211,14,31.414639858723625,0.05954480452805405,0.21144267324962135,0.29337357400072506,0.0,0,21.440162289
B_connection_transition,Risk-SOC-Supervisory-MPC,533.0510253468453,34.49328528194001,567.5443106287853,724.9213223837883,297.6171184845253,121.76542094824444,32.46173013071605,70.0,54.35605311404038,1.5737701175500294,118.68494301657978,0.0,38.756511083118504,39.42326806089405,74.10400271363211,14,32.96897679104091,0.056262768169209366,0.2150243939497159,0.27392579399747774,0.36944444444444446,1,20.25860150700464
C_tripping_impact,Rule-Based,337.1625557663468,0.0,337.1625557663468,6699.134514358282,195.40899702706588,71.8248452415959,19.673738449189415,45.0,38.573871229819495,63.619719585919356,865.9399108888663,0.0,15.0,30.17448006982557,28.715551351059425,9,23.626593829472338,2.0595058170632304e-05,2.238210217910819e-05,3.311599721200764e-05,0.0,0,0.008927320996008348
C_tripping_impact,Persistence-MPC,320.80789606415044,13.64141879600695,334.4493148601574,6856.287446029224,174.11643305841554,70.2744753867191,19.26823856517547,50.0,17.329599132063585,65.21838131169066,865.9399108888663,0.0,15.0,15.0,28.715551351059425,10,23.116603745631288,0.004742124541412017,0.008308915400266414,0.013160139998944942,0.0,0,1.7103503459948115
C_tripping_impact,ML-Robust-MPC,319.21233574978163,13.64141879600695,332.8537545457886,6694.825713137724,174.25514322203074,71.8248452415959,19.673738449189415,45.0,19.0939150489987,63.619719585919356,865.9399108888663,0.0,15.0,15.0,28.715551351059425,9,23.626593829472338,0.005050430036014101,0.00841445734804438,0.01335443499556277,0.0,0,1.8213778979989002
