scenario,method,energy_cost_yuan,soc_restoration_cost_yuan,equivalent_cost_yuan,risk_adjusted_cost_yuan,grid_energy_kwh,generator_energy_kwh,diesel_fuel_l,generator_startup_cost_yuan,storage_throughput_kwh,unserved_energy_kwh,max_unserved_power_kw,spill_energy_kwh,minimum_soc_pct,final_soc_pct,restoration_reference_soc_pct,generator_startups,mean_generator_load_pct_when_on,mean_decision_seconds,p95_decision_seconds,max_decision_seconds,supervisory_protection_fraction,supervisory_mode_switches,solve_seconds
A_stable_drilling,Rule-Based,570.9269416845563,0.0,570.9269416845563,570.9269416845563,496.8805623171219,87.84322143123664,23.331938033344418,40.0,19.606886335545365,0.0,0.0,0.0,23.845127126572564,37.15754007054334,23.82061878831026,8,30.2212917768016,2.0397836285863176e-05,2.242800073872786e-05,3.0214003345463425e-05,0.0,0,0.008799169001576956
A_stable_drilling,Persistence-MPC,584.0804527318973,8.772943343759444,592.8533960756567,592.8533960756567,473.4152466790446,81.4440681485921,22.811026444544332,75.0,11.144851839030016,0.0,0.0,0.0,15.0,15.0,23.82061878831026,15,41.837706240715114,0.006078518322242922,0.00817105085370713,0.07621534499776317,0.0,0,2.1912950740006636
A_stable_drilling,ML-Robust-MPC,576.081053842513,8.77210923932317,584.8531630818362,584.8531630818362,474.82431013255297,80.03712604690217,22.277242249441876,70.0,11.164509638533488,0.0,0.0,0.0,15.0,15.000838637270721,23.82061878831026,14,41.11496201039495,0.004810832163780611,0.00925169355286926,0.016506364998349454,0.0,0,1.7348620489938185
A_stable_drilling,Scenario-CVaR-MPC,493.99751816822726,7.338996424112034,501.3365145923393,501.3365145923393,488.7921147983549,67.88883791502872,18.046519722615137,10.0,9.323213953283068,0.0,0.0,0.0,16.441739521762536,16.441739521762536,23.82061878831026,2,34.87440303854214,0.028198459052792814,0.1105001756524871,0.18389383100293344,0.0,0,10.155038140997931
A_stable_drilling,Risk-Aware-Ensemble-MPC,551.2644071624586,8.77210923932317,560.0365164017818,560.0365164017818,476.77806548508363,78.08242343473206,21.450326146738227,50.0,11.146025931209042,0.0,0.0,0.0,15.0,15.000838637270721,23.82061878831026,10,40.11083395619798,0.004846720386174437,0.008361605900790891,0.011808736002421938,0.0,0,1.7478231880013482
A_stable_drilling,Risk-Adaptive-CVaR-MPC,493.99751816822726,7.338996424112034,501.3365145923393,501.3365145923393,488.7921147983549,67.88883791502872,18.046519722615137,10.0,9.323213953283068,0.0,0.0,0.0,16.441739521762536,16.441739521762536,23.82061878831026,2,34.87440303854214,0.02797834009155243,0.109741220550859,0.18199085500236833,0.0,0,10.075710281002102
A_stable_drilling,Risk-SOC-Supervisory-MPC,515.8198697633331,3.3994197072212122,519.2192894705544,519.2192894705544,484.02730541423,79.40183111514453,20.827195798010102,10.0,38.338685529020296,0.0,0.0,0.0,17.89311738414147,20.402725367147664,23.82061878831026,2,40.78861187421808,0.004631454894640936,0.0077305029513809135,0.010065261994895991,1.0,1,1.6703306389972568
B_connection_transition,Rule-Based,572.7295638022008,5.5462814378358605,578.2758452400367,682.5553749598017,326.4632559219481,101.28764951847192,27.272265349945236,135.0,8.399433928410948,1.04279529719765,114.73177726535619,0.0,69.28320950456116,69.28320950456116,74.8596315033002,27,23.963954933392415,2.0155063996046214e-05,2.2257094315136783e-05,3.148700488964096e-05,0.0,0,0.008686617002240382
B_connection_transition,Persistence-MPC,354.8921586153985,59.53609019502486,414.4282488104234,1246.1067627976963,311.5629937617579,40.26338689847769,10.958469680922356,40.0,75.74330776856003,8.316785139872728,415.57589193881904,0.0,15.0,15.0,74.8596315033002,8,22.368548276932056,0.020641692058294817,0.05421268145000795,0.06041187300434103,0.0,0,7.434285662006005
B_connection_transition,ML-Robust-MPC,421.25110072844,37.332044637670414,458.58314536611044,562.8626750858755,293.9480069314945,93.6951961933523,24.574736266528475,20.0,54.08377270112963,1.0427952971976497,114.73177726535624,0.0,37.32471061824607,37.32471061824607,74.8596315033002,4,24.656630577197973,0.009682409133246337,0.05220863124886824,0.07603427099820692,0.0,0,3.488759856998513
B_connection_transition,Scenario-CVaR-MPC,442.24993720320066,14.573786797123509,456.82372400032415,561.1032537200891,327.7181701872709,88.70319928451968,23.472617674568834,30.0,22.574157257616417,1.0427952971976497,114.73177726535624,0.0,60.20664531583344,60.20664531583344,74.8596315033002,6,22.705597086481152,0.03737661916388283,0.17533187070403078,0.36291342400363646,0.0,0,13.459496393996233
B_connection_transition,Risk-Aware-Ensemble-MPC,476.6027970511985,16.71805851185216,493.32085556305066,597.6003852828156,316.5248159572714,97.29796833705886,25.67650919559109,55.0,27.745571385471916,1.0427952971976497,114.73177726535624,0.0,58.05072082925483,58.05072082925483,74.8596315033002,11,25.604728509752327,0.017072453658369745,0.07259119374721196,0.08534348599641817,0.0,0,6.149370227998588
B_connection_transition,Risk-Adaptive-CVaR-MPC,436.56128260036536,16.559798766682942,453.1210813670483,557.4006110868133,327.8777692464031,85.85327171054024,22.713868952180995,30.0,21.83134161421334,1.0427952971976497,114.73177726535624,0.0,58.20984061687614,58.20984061687614,74.8596315033002,6,22.051354035241502,0.04044768750540647,0.18465931280152295,0.36567065499548335,0.0,0,14.565036840001994
B_connection_transition,Risk-SOC-Supervisory-MPC,462.98831803046284,4.707681688645556,467.6959997191084,571.9755294388733,330.01061605934666,99.44755990142669,26.074866210090764,30.0,19.860196938805057,1.0427952971976497,114.73177726535624,0.0,70.1263665174059,70.1263665174059,74.8596315033002,6,25.45586004302731,0.03656674089165285,0.19820085549508806,0.36216498000430875,0.1388888888888889,3,13.167931721000059
C_tripping_impact,Rule-Based,384.72240625968226,11.600851575694108,396.32325783537635,840.3545108137578,239.03244007007575,73.1219483526437,19.669345808712222,65.0,15.917943050380458,4.440312529783815,244.2046471490554,0.0,63.350618371775106,63.350618371775106,75.01451329955385,13,24.81514084365736,2.0171597235376894e-05,2.1809199097333476e-05,3.2488998840563e-05,0.0,0,0.008690310001838952
