scenario,method,energy_cost_yuan,soc_restoration_cost_yuan,equivalent_cost_yuan,risk_adjusted_cost_yuan,grid_energy_kwh,generator_energy_kwh,diesel_fuel_l,generator_startup_cost_yuan,storage_throughput_kwh,unserved_energy_kwh,max_unserved_power_kw,spill_energy_kwh,minimum_soc_pct,final_soc_pct,restoration_reference_soc_pct,generator_startups,mean_generator_load_pct_when_on,mean_decision_seconds,p95_decision_seconds,max_decision_seconds,supervisory_protection_fraction,supervisory_mode_switches,solve_seconds
A_stable_drilling,Rule-Based,657.6884373829207,0.0,657.6884373829207,657.6884373829207,520.7485481899529,82.00800476285276,22.21212507875231,120.0,7.631412962873843,0.0,0.0,0.0,15.099522978094065,19.477799285506993,15.099522978094065,24,21.505595654594256,2.3162777778098745e-05,2.5155400021503737e-05,9.417000001121778e-05,0.0,0,0.010078274000079546
A_stable_drilling,Persistence-MPC,641.2205551063532,0.09898505639746753,641.3195401627507,667.656466729612,510.3344804810265,86.3787142770872,24.270766267900175,95.0,10.902898675790722,0.26336926566861324,63.03856936288071,0.0,15.0,15.0,15.099522978094065,19,22.339322657867374,0.01090158044723037,0.04974385045024976,0.09699314199997389,0.0,0,3.9281019949999063
A_stable_drilling,ML-Robust-MPC,606.2188166830789,0.0,606.2188166830789,607.1821765012348,527.1419934469257,69.98172318035733,19.371685555930682,85.0,9.57549546044419,0.0096335981815593,6.936190690722697,0.0,15.0,15.169255070121432,15.099522978094065,17,26.508228477408075,0.022093668883336352,0.07333555584987153,0.10720022399982554,0.0,0,7.958000457999788
A_stable_drilling,Scenario-CVaR-MPC,631.6625460963563,0.0,631.6625460963563,638.2142343196899,516.4909997588228,80.45870687377912,22.45673074422257,95.0,8.72631340683617,0.06551688223333557,19.264764025623894,0.0,15.0,15.113085376118388,15.099522978094065,19,23.664325551111503,0.025198692580546675,0.07017944929996248,0.13605564399995274,0.0,0,9.076102262999939
A_stable_drilling,Risk-Aware-Ensemble-MPC,592.5521368828895,0.0,592.5521368828895,592.5521368828895,529.7245224394151,67.47966681105876,18.61052377770075,75.0,10.957764640749627,0.0,0.0,0.0,15.0,15.169255070121432,15.099522978094065,15,27.356621680158955,0.02379428700556016,0.07015661439982068,0.10343387400007487,0.0,0,8.569453837999845
A_stable_drilling,Risk-Adaptive-CVaR-MPC,631.6625460963563,0.0,631.6625460963563,638.2142343196899,516.4909997588228,80.45870687377912,22.45673074422257,95.0,8.72631340683617,0.06551688223333557,19.264764025623894,0.0,15.0,15.113085376118388,15.099522978094065,19,23.664325551111503,0.02472336780833378,0.06881194279987995,0.1312532150000152,0.0,0,8.905186126999979
A_stable_drilling,Risk-SOC-Supervisory-MPC,532.8613333810914,0.0,532.8613333810914,532.8613333810914,538.1355037606957,60.171563242626966,15.752820878705359,30.0,16.06841021072735,0.0,0.0,0.0,15.012334426709655,15.80239198413889,15.099522978094065,6,38.90402795859503,0.017448567008326185,0.07064212610000595,0.09696368200002325,1.0,1,6.285408752999956
B_connection_transition,Rule-Based,640.8636623690326,3.890232123079231,644.7538944921118,814.4995292613635,382.1502336572115,132.77487685372347,35.1348419291527,105.0,5.755121029752023,1.6974563476925164,145.78837838697018,0.0,71.15658388531548,71.15658388531548,75.06795697997133,21,34.94075706676934,2.1421052776481197e-05,2.3537599827250232e-05,2.9256000289024087e-05,0.0,0,0.009291347000271344
B_connection_transition,Persistence-MPC,532.4891109581336,59.743289672494576,592.2324006306281,1229.800537777502,332.71239701712875,106.57437867384004,29.284520247869583,65.0,76.58669632145302,6.375681371468739,396.67537556965294,0.0,15.0,15.0,75.06795697997133,13,31.844933866685277,0.011953338005561262,0.07203003210006502,0.08466725800008135,0.0,0,4.30693416899976
B_connection_transition,ML-Robust-MPC,506.49447599947035,53.64813728152849,560.1426132809988,727.2762925073407,333.5298591887266,118.56260061409048,31.08951654478658,25.0,75.83434466279952,1.671336792263419,145.78837838697024,0.0,21.12827572123939,21.12827572123939,75.06795697997133,5,41.359046725845516,0.00800328456667027,0.015688260400224915,0.06798823799999809,0.0,0,2.884520726000119
