scenario,method,energy_cost_yuan,soc_restoration_cost_yuan,equivalent_cost_yuan,risk_adjusted_cost_yuan,grid_energy_kwh,generator_energy_kwh,diesel_fuel_l,generator_startup_cost_yuan,storage_throughput_kwh,unserved_energy_kwh,max_unserved_power_kw,spill_energy_kwh,minimum_soc_pct,final_soc_pct,restoration_reference_soc_pct,generator_startups,mean_generator_load_pct_when_on,mean_decision_seconds,p95_decision_seconds,max_decision_seconds,supervisory_protection_fraction,supervisory_mode_switches,solve_seconds
A_stable_drilling,Rule-Based,527.5901838365064,0.0,527.5901838365064,527.5901838365064,504.8039821346846,72.97736224923156,19.398916252908673,20.0,23.152952877721237,0.0,0.0,0.0,19.2795140305091,35.33476762846641,19.267025221422355,4,32.97169981139981,2.0083369458411148e-05,2.2544248167832848e-05,4.8332000005757436e-05,0.0,0,0.00879608799732523
A_stable_drilling,Persistence-MPC,576.9451778258107,4.243961950100567,581.1891397759113,581.1891397759113,474.1452411205378,75.71615028997286,21.238911593021676,80.0,5.39138636726714,0.0,0.0,0.0,15.0,15.0,19.267025221422355,16,39.99092444892933,0.006178927166537404,0.011233059752157716,0.07353473400144139,0.0,0,2.2296343929992872
A_stable_drilling,ML-Robust-MPC,545.3116352346367,4.243961950100567,549.5555971847373,549.5555971847373,477.9187062537456,71.94268515676498,19.997004051897257,55.0,5.391386367267129,0.0,0.0,0.0,15.0,15.0,19.267025221422355,11,37.997897089840656,0.005418407977797162,0.011897743498593629,0.0331688039987057,0.0,0,1.9545592760005093
A_stable_drilling,Scenario-CVaR-MPC,524.8773284366414,4.243961950100567,529.121290386742,529.121290386742,480.8826339883629,68.97875742214781,18.991676697382484,40.0,5.391386367267138,0.0,0.0,0.0,15.0,15.0,19.267025221422355,8,36.43244230043018,0.023722693599979215,0.10159216334686794,0.1712111909982923,0.0,0,8.546250097999291
A_stable_drilling,Risk-Aware-Ensemble-MPC,537.9690523923746,4.2393698852269415,542.2084222776015,542.2084222776015,478.752624817699,71.11460019741229,19.60578479891478,50.0,5.385552762666466,0.0,0.0,0.0,15.004617019866002,15.004617019866002,19.267025221422355,10,37.56052827328114,0.0050734964222000495,0.008793641700322043,0.013103052002406912,0.0,0,1.8299199230023078
A_stable_drilling,Risk-Adaptive-CVaR-MPC,524.8773284366414,4.243961950100567,529.121290386742,529.121290386742,480.8826339883629,68.97875742214781,18.991676697382484,40.0,5.391386367267138,0.0,0.0,0.0,15.0,15.0,19.267025221422355,8,36.43244230043018,0.023547236916591725,0.10202201574902575,0.1714790180012642,0.0,0,8.482581544001732
A_stable_drilling,Risk-SOC-Supervisory-MPC,504.4084071491518,0.0,504.4084071491518,504.4084071491518,486.3557813332329,72.25923892222428,19.050465125195018,10.0,40.07075171018108,0.0,0.0,0.0,17.908140109709976,20.25229155384903,19.267025221422355,2,38.16509098004804,0.005216983964005016,0.008690506549828569,0.011048995998862665,1.0,1,1.882677353998588
B_connection_transition,Rule-Based,562.8537468632394,36.87958473124678,599.7333315944861,5785.528928997412,219.60274805010923,153.8317688239529,41.97531695648279,85.0,46.85058270746413,51.85795597402926,784.4858910654691,0.0,15.0,15.0,52.080002142828775,17,32.04828517165686,2.0511377654959992e-05,2.2956048633204772e-05,4.272399746696465e-05,0.0,0,0.00898566599789774
B_connection_transition,Persistence-MPC,571.4156572357441,36.87958473124678,608.295241966991,7271.788709088663,215.6511432185615,143.22030076726708,39.40773607467506,115.0,51.02448836423113,66.63493467121673,784.4858910654691,0.0,15.0,15.0,52.080002142828775,23,31.50006615115845,0.00745477560561388,0.01699441724813369,0.060123391998786246,0.0,0,2.688664176999737
B_connection_transition,ML-Robust-MPC,556.4802296770574,36.87958473124678,593.3598144083041,5731.646636886106,219.41208762000153,155.0517143243515,42.260628932717104,75.0,57.66453556159654,51.382868224778015,784.4858910654691,0.0,15.0,15.0,52.080002142828775,15,32.302440484239895,0.008565334119359452,0.0163569254509639,0.07295149200217566,0.0,0,3.0872866739991878
B_connection_transition,Scenario-CVaR-MPC,552.4046309659818,36.87958473124678,589.2842156972285,5675.644506748336,219.8152031444732,155.0604769087305,42.3876065370039,70.0,55.56910829693409,50.863602910511084,784.4858910654691,0.0,15.0,15.0,52.080002142828775,14,32.304266022652186,0.04219078471957497,0.17237260064957813,0.29554309300146997,0.0,0,15.195342932998756
B_connection_transition,Risk-Aware-Ensemble-MPC,553.6193351293765,36.87958473124678,590.4989198606233,5827.275877866039,219.4171631574823,153.8144977218072,41.975182436145516,75.0,52.84019148087157,52.36776958005416,784.4858910654691,0.0,15.0,15.0,52.080002142828775,15,32.0446870253765,0.007994993225100997,0.01650842529743386,0.08248984500096412,0.0,0,2.8828843619994586
B_connection_transition,Risk-Adaptive-CVaR-MPC,555.1258082973958,36.87958473124678,592.0053930286426,6084.172505380786,217.95116263082633,152.59915933310805,41.6979765663868,80.0,50.353528916599934,54.92167112352143,784.4858910654691,0.0,15.0,15.0,52.080002142828775,16,31.79149152773084,0.041418829744401996,0.17162902390173262,0.2871973440014699,0.0,0,14.91667908999807
